machine_id,time,status,brand,usage_rate,temp_avg,age_machine,env_humidity,maintenance_freq,operator_experience,shock_events
2338,77.8,1,Alpha,0.82,61.4,2,59.8,0.77,3,1
2339,17.2,1,Beta,0.41,68.8,8,45.4,1.25,3,0
2340,247.7,1,Beta,0.46,64.2,7,88.1,1.49,2,1
2341,82.3,1,Alpha,0.7,69.6,4,34.2,1.74,3,0
2342,195.2,1,Gamma,0.36,60.6,3,40.4,2.1,4,0
2343,48.7,1,Gamma,0.7,68.9,3,70.8,1.78,4,1
2344,354.5,1,Beta,0.35,70.4,9,42.8,1.61,2,1
2345,176.9,1,Gamma,0.73,69.0,5,67.6,1.31,3,0
2346,239.9,1,Alpha,0.57,63.8,5,71.1,1.41,4,0
2347,449.6,0,Alpha,0.79,68.3,10,65.1,0.89,2,0
2348,230.5,1,Alpha,0.8,66.7,2,54.2,1.72,3,0
2349,1080.6,0,Gamma,0.85,67.8,4,33.6,2.12,4,0
2350,140.4,1,Alpha,0.83,70.3,9,76.3,1.06,4,0
2351,379.8,1,Gamma,0.6,58.2,3,57.6,1.26,2,0
2352,159.5,1,Gamma,0.84,57.5,10,45.6,2.14,4,1
2353,523.5,1,Beta,0.47,70.4,10,61.7,1.8,2,1
2354,88.4,1,Gamma,0.87,69.3,4,73.1,1.39,4,0
2355,364.3,1,Alpha,0.67,64.5,2,80.4,1.15,2,2
2356,576.0,1,Gamma,0.37,74.4,4,70.1,1.6,3,0
2357,35.7,1,Gamma,0.86,77.7,9,88.2,1.11,3,2
2358,244.6,1,Beta,0.58,67.7,2,69.5,0.51,3,0
2359,271.2,1,Beta,0.37,70.1,5,84.1,1.28,3,0
2360,402.5,1,Alpha,0.81,63.6,8,84.4,1.46,3,2
2361,275.9,1,Alpha,0.8,60.1,9,55.0,0.84,4,1
2362,429.1,1,Alpha,0.86,61.8,8,84.0,0.54,3,2
2363,91.6,1,Alpha,0.71,68.5,3,31.6,1.3,4,0
2364,430.7,0,Gamma,0.67,64.4,7,32.0,2.04,4,0
2365,339.6,1,Alpha,0.78,70.8,10,73.4,1.76,3,0
2366,76.5,1,Beta,0.6,66.3,6,76.7,1.68,3,0
2367,753.3,1,Beta,0.87,66.5,2,37.9,1.49,3,0
2368,808.5,0,Alpha,0.76,73.4,7,33.1,1.48,2,1
2369,101.6,1,Gamma,0.32,60.3,10,88.2,0.79,4,2
2370,255.8,1,Beta,0.45,66.4,4,83.0,1.69,3,3
2371,563.9,0,Alpha,0.4,65.8,6,48.3,0.75,3,1
2372,340.0,1,Beta,0.31,68.1,5,60.0,1.61,3,1
2373,417.0,1,Alpha,0.75,62.7,7,33.0,0.77,3,1
2374,195.1,1,Alpha,0.42,60.0,2,83.2,0.52,3,1
2375,124.9,1,Gamma,0.46,65.4,6,81.1,1.7,3,0
2376,177.8,1,Alpha,0.62,60.6,2,63.9,1.36,3,0
2377,59.9,1,Gamma,0.86,63.3,8,53.6,1.1,4,2
2378,35.1,1,Beta,0.44,65.9,7,81.0,1.15,3,0
2379,86.5,1,Beta,0.33,61.9,9,42.3,0.77,3,0
2380,279.0,1,Beta,0.77,65.3,5,62.5,0.69,4,0
2381,337.4,1,Beta,0.6,66.7,8,87.6,1.54,3,1
2382,58.2,1,Beta,0.64,76.9,6,79.4,1.73,4,0
2383,133.6,1,Beta,0.4,61.5,3,56.6,0.59,3,0
2384,597.2,0,Gamma,0.34,65.2,5,42.0,1.18,3,0
2385,151.5,1,Alpha,0.89,65.5,2,54.9,1.45,3,3
2386,1177.7,0,Beta,0.75,66.8,9,36.2,1.0,3,0
2387,184.4,1,Beta,0.38,55.3,9,79.6,0.75,4,1
2388,1094.1,0,Beta,0.4,66.2,5,30.6,0.85,3,0
2389,412.1,1,Beta,0.38,56.6,3,45.8,1.47,4,0
2390,61.5,1,Beta,0.36,69.3,7,44.5,0.57,3,0
2391,230.0,1,Alpha,0.88,65.4,7,40.6,0.82,3,0
2392,560.5,0,Gamma,0.75,67.2,1,69.6,2.03,4,1
2393,6.0,1,Alpha,0.7,59.8,2,48.2,1.14,3,0
2394,115.9,1,Beta,0.62,69.1,8,69.9,1.29,2,0
2395,16.5,1,Gamma,0.79,70.2,1,46.3,0.62,2,0
2396,12.9,1,Alpha,0.66,66.4,8,89.2,1.52,1,2
2397,15.8,1,Alpha,0.86,65.2,2,35.0,0.82,4,1
2398,568.2,1,Alpha,0.88,68.0,9,52.4,1.55,4,1
2399,242.4,1,Alpha,0.32,70.0,8,45.3,1.19,2,0
2400,304.9,1,Beta,0.73,74.9,2,81.3,0.71,2,0
2401,809.9,1,Beta,0.68,60.0,3,65.5,1.37,3,0
2402,378.0,0,Gamma,0.6,64.4,5,75.1,0.74,3,0
2403,158.6,1,Beta,0.62,64.5,8,53.8,1.49,3,1
2404,94.9,1,Alpha,0.59,69.2,7,41.9,0.91,3,0
2405,1012.5,0,Alpha,0.35,59.3,4,51.4,0.57,3,0
2406,489.6,1,Alpha,0.71,57.2,6,36.3,1.58,2,0
2407,245.9,1,Gamma,0.84,58.0,2,49.9,1.12,3,0
2408,319.5,0,Alpha,0.46,68.1,6,50.3,0.66,2,0
2409,466.4,1,Gamma,0.59,64.5,6,57.7,1.64,3,0
2410,79.2,1,Alpha,0.83,56.4,5,33.9,0.53,3,1
2411,669.1,1,Gamma,0.81,66.4,4,60.0,0.92,3,1
2412,269.4,1,Alpha,0.59,68.3,5,88.8,1.33,3,0
2413,614.8,1,Alpha,0.74,60.7,3,62.0,1.68,4,0
2414,565.4,1,Gamma,0.58,64.4,5,61.4,1.35,4,1
2415,195.0,1,Alpha,0.78,64.1,3,58.5,1.87,3,1
2416,163.3,1,Alpha,0.5,61.0,4,65.8,0.53,2,1
2417,277.8,1,Alpha,0.83,69.6,8,54.2,0.8,3,2
2418,428.8,0,Alpha,0.72,63.3,2,34.8,1.84,5,0
2419,389.6,1,Alpha,0.59,61.9,9,62.3,1.53,3,0
2420,642.5,0,Gamma,0.63,60.8,1,79.5,0.7,2,0
2421,391.5,1,Gamma,0.78,61.6,10,48.4,1.88,4,0
2422,726.6,1,Alpha,0.35,66.6,9,30.0,1.49,3,0
2423,989.9,0,Beta,0.33,64.0,7,37.7,1.1,4,0
2424,478.6,0,Beta,0.56,60.0,6,66.4,1.35,2,0
2425,170.8,1,Alpha,0.73,65.3,1,30.6,0.56,4,0
2426,388.7,1,Gamma,0.81,63.1,5,71.8,0.79,2,1
2427,576.0,1,Alpha,0.46,71.4,10,71.3,0.61,2,1
2428,479.5,1,Beta,0.49,63.1,4,59.1,1.61,2,1
2429,102.1,1,Alpha,0.31,64.8,7,30.5,1.64,3,1
2430,254.4,1,Gamma,0.4,57.5,5,40.0,1.45,3,0
2431,240.1,1,Beta,0.75,61.2,3,35.2,0.82,3,0
2432,5.5,1,Beta,0.8,68.7,6,40.4,1.75,3,0
2433,58.0,1,Beta,0.65,70.7,3,33.1,1.73,4,2
2434,362.6,0,Alpha,0.48,68.0,2,57.0,1.84,4,0
2435,75.8,1,Gamma,0.73,68.9,4,46.2,1.33,3,1
2436,186.8,1,Alpha,0.88,70.2,7,54.6,1.8,3,0
2437,374.9,1,Gamma,0.88,61.5,9,60.2,0.61,3,1
2438,137.6,1,Beta,0.35,68.2,2,65.7,0.55,2,1
2439,338.4,0,Gamma,0.71,58.5,6,74.3,1.74,3,1
2440,443.1,1,Alpha,0.86,64.5,4,65.1,1.01,4,0
2441,802.0,0,Gamma,0.33,69.7,3,63.8,1.13,2,0
2442,15.4,1,Beta,0.78,64.5,1,67.5,1.05,3,1
2443,215.3,1,Alpha,0.31,65.7,10,45.6,1.37,3,0
2444,727.1,0,Alpha,0.54,66.4,9,72.0,0.77,4,0
2445,47.5,1,Beta,0.68,73.1,9,85.0,1.24,2,0
2446,187.4,1,Alpha,0.37,71.2,10,65.2,0.6,2,1
2447,450.1,0,Gamma,0.55,67.4,5,61.4,1.69,3,0
2448,755.1,0,Beta,0.61,66.2,6,45.3,1.15,4,0
2449,65.0,1,Alpha,0.77,60.2,10,45.4,0.98,3,0
2450,572.4,1,Beta,0.46,59.8,7,46.8,1.71,4,0
2451,213.4,1,Beta,0.46,64.3,3,34.5,0.48,3,1
2452,51.0,1,Alpha,0.75,65.8,5,67.9,0.68,2,0
2453,674.0,0,Gamma,0.44,63.8,2,39.4,1.79,3,0
2454,367.6,1,Alpha,0.41,71.4,9,54.7,1.52,3,0
2455,548.7,1,Gamma,0.41,72.1,5,69.5,1.8,4,1
2456,379.6,0,Beta,0.77,58.7,4,70.7,1.61,4,0
2457,181.8,1,Beta,0.78,65.7,4,36.7,0.55,3,0
2458,145.5,1,Beta,0.54,66.9,1,81.2,1.38,2,0
2459,373.2,1,Gamma,0.39,52.8,4,66.6,2.11,4,1
2460,86.7,1,Beta,0.46,64.4,2,86.6,1.2,2,0
2461,197.3,1,Beta,0.8,65.1,6,46.9,1.74,4,0
2462,565.9,1,Beta,0.54,64.9,9,82.9,0.64,2,1
2463,1087.7,0,Alpha,0.5,66.1,3,60.3,0.61,2,1
2464,775.0,0,Beta,0.36,62.3,3,78.6,0.65,2,1
2465,291.9,1,Alpha,0.5,65.6,5,62.6,1.74,3,0
2466,97.5,1,Beta,0.77,63.4,10,61.9,1.66,4,0
2467,658.8,0,Alpha,0.4,75.0,6,64.8,1.28,3,0
2468,217.5,1,Beta,0.79,67.1,7,32.8,0.93,3,0
2469,152.1,1,Gamma,0.43,69.8,6,83.3,1.74,3,2
2470,527.7,0,Gamma,0.5,59.7,1,62.3,1.57,4,1
2471,29.5,1,Beta,0.64,71.4,7,61.0,0.61,4,0
2472,45.9,1,Gamma,0.44,58.7,9,83.7,0.72,5,2
2473,76.2,1,Beta,0.56,60.3,5,36.9,0.74,3,0
2474,379.3,1,Alpha,0.61,59.7,7,61.8,1.1,2,0
2475,205.1,1,Gamma,0.42,68.5,3,56.1,1.64,4,0
2476,615.9,1,Beta,0.32,66.6,6,48.4,1.14,5,0
2477,97.2,1,Beta,0.59,64.6,3,69.2,1.63,3,1
2478,384.5,0,Gamma,0.72,64.2,1,49.1,1.63,4,0
2479,298.6,1,Alpha,0.54,62.3,2,59.9,0.53,2,0
2480,82.8,1,Beta,0.88,70.1,9,43.0,0.81,3,0
2481,263.9,1,Alpha,0.43,61.0,10,53.5,1.99,4,2
2482,615.8,0,Beta,0.67,70.1,1,76.5,0.59,2,0
2483,646.7,1,Alpha,0.41,60.1,9,32.5,1.93,4,1
2484,201.0,1,Gamma,0.45,65.9,7,69.6,0.77,2,0
2485,27.8,1,Beta,0.58,72.4,8,37.0,1.57,4,0
2486,564.3,0,Gamma,0.35,66.6,4,34.2,1.65,4,0
2487,648.1,0,Alpha,0.7,56.8,8,81.9,1.31,3,0
2488,123.1,1,Gamma,0.7,64.1,1,52.7,1.69,2,1
2489,54.3,1,Beta,0.34,69.3,6,64.8,1.73,5,2
2490,42.4,1,Beta,0.62,73.0,3,74.6,0.45,2,2
2491,458.6,1,Beta,0.65,63.8,10,33.3,1.55,4,0
2492,414.9,0,Beta,0.89,62.2,2,50.8,0.73,3,0
2493,37.4,1,Beta,0.5,72.2,8,79.3,0.62,3,0
2494,487.3,1,Beta,0.36,57.1,10,67.2,1.47,3,1
2495,9.4,1,Alpha,0.4,63.2,2,33.7,1.01,3,1
2496,294.1,1,Gamma,0.85,67.6,6,60.6,1.67,3,1
2497,3.0,1,Gamma,0.88,63.4,6,84.8,1.56,2,2
2498,651.7,1,Beta,0.65,70.0,1,63.1,0.71,4,0
2499,888.8,1,Alpha,0.54,65.4,9,60.5,1.15,2,1
2500,51.3,1,Gamma,0.44,65.2,7,88.3,1.04,2,2
2501,261.8,1,Alpha,0.6,65.4,1,30.7,0.71,2,0
2502,493.2,1,Gamma,0.64,51.6,4,71.2,1.82,3,0
2503,107.4,1,Alpha,0.37,60.2,10,82.1,0.87,2,1
2504,84.3,1,Gamma,0.79,67.4,2,69.6,0.88,3,0
2505,189.9,1,Gamma,0.35,58.1,1,80.2,0.57,2,1
2506,886.4,0,Beta,0.89,62.3,3,60.8,1.46,2,1
2507,257.7,1,Beta,0.48,58.9,4,32.9,1.25,3,0
2508,504.5,0,Gamma,0.75,68.9,5,51.6,1.06,2,0
2509,13.2,1,Gamma,0.69,62.8,2,35.8,1.42,4,1
2510,387.6,0,Alpha,0.41,69.1,10,89.3,1.65,2,1
2511,7.5,1,Alpha,0.89,67.9,9,31.4,0.8,4,1
2512,61.1,1,Gamma,0.63,61.2,2,30.7,0.73,3,2
2513,188.8,1,Beta,0.35,70.3,7,53.4,1.14,3,1
2514,799.1,0,Alpha,0.79,68.0,1,61.2,1.53,3,0
2515,133.4,1,Beta,0.74,57.2,2,32.9,0.69,2,0
2516,541.2,1,Alpha,0.52,68.8,5,67.4,1.83,4,1
2517,697.6,0,Alpha,0.72,61.3,4,44.3,0.95,3,0
2518,53.7,1,Gamma,0.84,62.2,4,52.6,1.78,3,1
2519,483.9,1,Gamma,0.67,71.5,7,30.6,1.02,2,0
2520,337.9,0,Beta,0.63,63.1,6,43.6,1.24,4,0
2521,380.9,1,Gamma,0.57,64.3,2,82.3,0.71,4,1
2522,395.1,1,Alpha,0.67,72.0,10,46.6,1.62,4,0
2523,325.6,1,Beta,0.85,59.7,5,82.3,0.83,2,3
2524,139.7,1,Alpha,0.44,72.4,9,88.4,0.7,2,1
2525,507.3,1,Beta,0.86,76.4,9,49.3,0.99,2,0
2526,20.7,1,Beta,0.74,65.6,2,31.0,1.07,2,0
2527,30.6,1,Beta,0.51,64.0,6,57.4,1.43,4,1
2528,345.5,1,Gamma,0.78,52.9,10,59.9,2.06,3,0
2529,545.3,0,Beta,0.83,51.6,2,41.0,1.78,3,0
2530,298.3,1,Gamma,0.72,76.9,1,69.7,0.87,3,0
2531,231.4,1,Gamma,0.37,70.7,3,62.8,1.36,2,0
2532,104.2,1,Gamma,0.58,58.8,1,87.3,1.71,3,1
2533,729.9,1,Gamma,0.65,71.3,5,35.1,0.93,3,0
2534,401.6,1,Alpha,0.6,68.0,2,54.3,1.38,4,1
2535,131.4,1,Beta,0.58,65.9,4,85.4,1.37,3,0
2536,32.3,1,Alpha,0.64,63.3,6,88.2,1.47,3,0
2537,447.9,0,Alpha,0.35,70.7,4,79.2,0.88,3,1
2538,164.6,1,Alpha,0.76,60.7,7,78.4,1.9,5,0
2539,310.0,0,Beta,0.58,58.7,3,51.9,0.79,2,0
2540,308.6,1,Beta,0.72,60.8,2,70.8,0.47,3,0
2541,1047.5,0,Gamma,0.38,61.8,5,54.7,2.0,3,0
2542,346.1,1,Beta,0.71,68.3,3,61.5,1.23,3,0
2543,365.4,1,Beta,0.65,68.3,9,30.1,1.05,3,1
2544,49.4,1,Beta,0.89,64.0,5,80.7,0.87,2,1
2545,186.0,1,Beta,0.55,62.8,1,48.4,0.53,1,0
2546,715.1,0,Gamma,0.78,67.3,10,32.5,1.82,3,0
2547,767.5,1,Alpha,0.46,58.3,8,77.9,1.68,2,1
2548,304.6,1,Alpha,0.7,68.8,4,66.7,0.61,1,0
2549,39.4,1,Alpha,0.77,73.4,8,76.4,0.52,3,1
2550,226.7,1,Gamma,0.43,69.0,4,79.9,1.17,4,0
2551,1118.0,1,Alpha,0.68,70.2,2,46.4,1.3,3,0
2552,457.3,0,Gamma,0.75,62.8,5,53.7,2.09,3,0
2553,295.1,1,Alpha,0.3,72.8,9,46.9,1.92,3,0
2554,37.9,1,Beta,0.71,69.7,4,78.1,0.93,3,0
2555,323.7,1,Gamma,0.78,58.9,10,68.1,1.87,2,0
2556,856.3,1,Beta,0.56,70.7,8,38.0,1.37,4,0
2557,26.6,1,Beta,0.67,71.6,8,51.3,0.53,2,1
2558,277.2,1,Alpha,0.84,64.1,8,33.2,1.44,1,2
2559,67.8,1,Gamma,0.59,69.8,8,47.6,1.99,2,0
2560,143.8,1,Beta,0.65,62.3,4,78.9,1.39,2,0
2561,968.7,0,Gamma,0.53,65.8,4,30.7,0.79,2,0
2562,62.4,1,Beta,0.67,56.9,5,36.6,1.26,3,0
2563,311.4,1,Beta,0.86,65.1,4,44.9,1.4,4,1
2564,343.0,1,Beta,0.4,66.1,10,75.5,1.15,3,1
2565,435.1,1,Alpha,0.61,68.3,10,58.0,0.51,3,0
2566,45.6,1,Beta,0.49,64.1,5,80.1,1.21,4,1
2567,472.7,1,Gamma,0.69,60.7,4,50.9,1.62,4,0
2568,50.8,1,Beta,0.58,63.5,2,67.0,0.47,1,1
2569,173.6,1,Beta,0.37,69.3,3,51.0,0.61,3,0
2570,267.5,1,Beta,0.62,67.1,3,74.7,0.65,3,0
2571,635.1,1,Alpha,0.73,66.3,1,40.5,1.37,3,1
2572,198.5,1,Alpha,0.51,64.0,2,71.4,0.74,3,0
2573,472.5,0,Beta,0.63,76.6,6,89.1,0.51,2,0
2574,384.5,1,Alpha,0.67,65.9,5,82.3,1.43,3,1
2575,538.6,0,Alpha,0.76,77.6,6,43.3,1.04,3,0
2576,383.8,1,Alpha,0.54,66.6,6,78.3,0.75,3,1
2577,72.6,1,Alpha,0.5,70.9,3,79.7,1.15,2,2
2578,731.9,0,Alpha,0.53,66.3,6,53.4,1.91,3,0
2579,312.1,1,Gamma,0.32,63.0,9,71.8,1.06,3,0
2580,303.5,1,Beta,0.6,57.9,10,62.7,1.68,3,0
2581,437.2,1,Beta,0.4,65.6,7,83.7,1.3,2,1
2582,298.7,1,Alpha,0.63,67.7,8,86.8,1.62,3,2
2583,182.0,1,Gamma,0.71,61.8,6,57.9,0.59,3,0
2584,578.6,1,Alpha,0.38,56.4,7,74.6,1.59,2,0
2585,514.4,0,Gamma,0.46,63.3,2,39.8,0.63,3,1
2586,740.7,1,Alpha,0.59,63.8,7,82.9,1.5,4,1
2587,769.0,0,Gamma,0.76,72.6,1,48.3,1.19,3,1
2588,44.5,1,Alpha,0.7,65.1,6,49.6,0.68,3,1
2589,286.0,1,Beta,0.67,63.4,1,66.1,0.63,2,0
2590,113.7,1,Alpha,0.62,61.5,1,85.7,1.38,2,0
2591,52.4,1,Beta,0.61,72.7,8,78.4,0.92,2,1
2592,603.4,0,Alpha,0.66,61.0,1,35.2,1.06,3,1
2593,755.3,0,Gamma,0.4,56.0,6,64.7,1.61,4,0
2594,42.4,1,Alpha,0.71,74.1,6,50.5,1.72,4,0
2595,283.3,1,Alpha,0.58,61.0,1,62.3,0.51,2,0
2596,126.6,1,Alpha,0.89,67.2,2,46.6,1.41,3,0
2597,124.0,1,Beta,0.81,66.0,8,85.3,1.26,3,1
2598,150.6,1,Beta,0.35,65.8,8,46.2,0.86,4,1
2599,304.4,0,Gamma,0.43,62.7,8,42.7,1.81,4,0
2600,154.1,1,Alpha,0.35,63.6,1,66.9,1.77,3,0
2601,407.8,0,Beta,0.52,61.7,7,53.1,1.42,4,0
2602,522.0,1,Alpha,0.53,62.5,8,82.8,1.37,2,0
2603,37.7,1,Beta,0.37,63.7,6,78.0,1.75,4,1
2604,12.2,1,Alpha,0.86,59.4,7,64.6,0.76,3,2
2605,15.9,1,Beta,0.39,68.2,1,89.4,0.66,3,1
2606,348.1,1,Beta,0.71,66.9,6,71.5,0.47,1,0
2607,195.4,1,Beta,0.52,63.3,5,78.5,0.52,1,1
2608,207.3,1,Gamma,0.58,58.5,3,73.9,0.65,3,1
2609,177.4,1,Beta,0.75,72.8,9,44.8,1.44,4,1
2610,462.6,1,Alpha,0.48,67.6,10,88.0,1.41,4,0
2611,14.8,1,Gamma,0.8,69.7,10,71.6,2.18,4,0
2612,388.2,1,Gamma,0.49,65.1,8,35.8,1.31,3,1
2613,47.2,1,Beta,0.48,68.3,7,64.4,1.62,4,1
2614,805.5,0,Alpha,0.58,67.6,3,82.6,1.85,4,0
2615,43.5,1,Gamma,0.77,62.5,5,71.2,0.98,2,1
2616,386.0,0,Beta,0.63,58.4,3,41.0,1.55,3,0
2617,150.2,1,Gamma,0.31,76.6,9,56.5,1.16,3,2
2618,39.1,1,Alpha,0.73,60.9,9,59.3,0.54,4,0
2619,55.8,1,Gamma,0.73,63.6,9,52.7,0.56,2,1
2620,57.9,1,Beta,0.71,64.0,8,80.7,0.93,2,0
2621,17.0,1,Gamma,0.52,64.7,5,40.5,1.03,3,1
2622,301.4,1,Alpha,0.59,64.5,7,67.7,1.97,3,1
2623,452.7,1,Beta,0.87,71.8,6,33.3,1.7,3,2
2624,45.4,1,Beta,0.89,70.6,8,57.5,1.51,2,1
2625,368.1,1,Beta,0.77,70.7,10,38.4,1.04,2,0
2626,420.9,0,Gamma,0.33,60.1,9,54.7,0.8,3,1
2627,220.1,1,Gamma,0.87,68.6,2,64.4,1.78,3,2
2628,64.3,1,Gamma,0.46,67.1,6,53.7,1.09,2,0
2629,47.6,1,Gamma,0.49,69.0,2,78.4,0.64,2,1
2630,298.6,1,Gamma,0.65,60.9,10,47.3,0.96,3,0
2631,411.1,1,Alpha,0.33,56.4,6,56.5,1.97,3,0
2632,287.1,1,Gamma,0.81,70.5,7,58.1,1.57,2,0
2633,35.6,1,Alpha,0.47,58.9,4,81.9,1.73,4,1
2634,677.8,1,Alpha,0.4,62.4,3,59.3,1.71,4,1
2635,62.3,1,Gamma,0.75,64.7,3,61.1,1.65,4,0
2636,811.5,1,Beta,0.55,48.3,2,31.7,1.39,3,1
2637,302.9,1,Alpha,0.5,69.0,5,56.9,1.42,2,0
2638,455.5,0,Beta,0.68,62.0,8,50.0,1.75,2,0
2639,46.4,1,Beta,0.53,68.6,5,89.1,0.91,3,2
2640,138.4,1,Alpha,0.66,68.2,10,36.1,1.16,2,0
2641,104.5,1,Gamma,0.84,63.1,4,31.2,0.84,3,1
2642,164.1,1,Alpha,0.82,65.8,9,43.4,0.6,3,0
2643,58.2,1,Gamma,0.55,67.7,6,80.1,1.65,3,2
2644,420.6,1,Gamma,0.79,68.1,6,66.1,0.75,3,0
2645,467.3,1,Gamma,0.74,68.4,7,42.1,1.49,4,1
2646,221.9,1,Alpha,0.72,69.4,3,50.9,1.3,3,0
2647,708.7,1,Gamma,0.73,69.5,1,81.6,1.98,4,0
2648,87.9,1,Alpha,0.78,57.7,3,53.5,1.32,2,0
2649,432.3,1,Beta,0.7,66.3,6,31.5,0.99,3,1
2650,459.2,0,Beta,0.79,67.4,4,55.5,0.53,3,0
2651,216.7,1,Gamma,0.66,64.4,5,35.4,1.34,2,1
2652,67.6,1,Gamma,0.52,65.6,9,49.0,1.02,1,1
2653,251.1,1,Beta,0.63,62.4,7,65.9,1.61,3,0
2654,671.7,0,Beta,0.74,64.2,9,64.0,1.05,3,1
2655,389.7,1,Alpha,0.9,69.7,9,41.3,1.64,2,0
2656,20.4,1,Alpha,0.49,71.9,6,66.8,1.18,3,1
2657,132.7,1,Gamma,0.74,68.9,5,48.7,1.98,4,0
2658,158.9,1,Alpha,0.47,53.3,3,77.6,1.67,3,0
2659,618.1,1,Gamma,0.4,67.1,7,84.0,0.73,3,1
2660,162.6,1,Gamma,0.66,68.1,8,73.6,1.52,4,1
2661,163.3,1,Alpha,0.47,69.3,9,53.6,0.94,2,0
2662,200.1,1,Beta,0.72,62.4,6,64.0,1.58,3,1
2663,503.1,1,Beta,0.58,69.6,3,38.6,1.56,2,0
2664,465.7,1,Gamma,0.41,65.2,7,83.7,1.31,3,1
2665,192.6,1,Alpha,0.71,59.6,6,36.8,1.93,4,1
2666,333.6,1,Beta,0.74,61.6,6,66.6,0.86,3,0
2667,362.7,1,Gamma,0.74,73.0,7,76.2,0.95,3,0
2668,475.3,0,Beta,0.84,64.7,2,33.7,0.73,3,1
2669,96.9,1,Alpha,0.73,55.9,10,76.9,1.32,2,0
2670,946.4,0,Gamma,0.67,64.0,1,78.7,0.82,3,0
2671,504.8,1,Gamma,0.86,65.7,1,63.3,0.82,2,2
2672,152.1,1,Gamma,0.53,61.6,9,45.6,1.18,3,1
2673,1015.5,1,Gamma,0.31,65.8,1,81.0,1.5,3,0
2674,8.3,1,Gamma,0.4,65.1,1,38.6,1.32,4,1
2675,229.8,1,Alpha,0.35,61.5,5,66.1,1.57,4,0
2676,419.7,1,Beta,0.64,59.5,4,51.2,1.69,4,0
2677,531.7,1,Beta,0.83,58.5,9,31.7,0.53,3,1
2678,26.3,1,Gamma,0.55,67.8,7,65.2,2.11,3,0
2679,529.6,0,Beta,0.53,61.8,4,71.9,1.4,2,0
2680,369.5,1,Beta,0.31,61.6,4,87.6,1.62,3,1
2681,258.2,1,Alpha,0.82,66.6,4,42.7,0.63,1,0
2682,360.4,1,Beta,0.7,67.8,9,39.3,0.71,4,0
2683,25.7,1,Alpha,0.36,68.2,8,83.1,1.06,4,0
2684,144.3,1,Beta,0.64,65.1,7,65.9,0.75,2,1
2685,43.4,1,Alpha,0.47,58.3,4,47.9,1.16,3,0
2686,183.9,1,Beta,0.88,64.8,5,42.2,1.07,3,0
2687,141.8,1,Beta,0.64,66.0,5,34.6,1.26,3,0
2688,49.4,1,Beta,0.51,64.6,3,74.4,0.68,2,1
2689,450.1,0,Gamma,0.33,56.4,6,32.1,1.53,4,1
2690,437.4,1,Gamma,0.59,63.3,6,43.4,2.15,3,0
2691,488.0,1,Beta,0.33,64.5,10,51.2,1.36,3,0
2692,252.8,1,Beta,0.42,63.6,7,80.0,1.06,3,1
2693,396.0,1,Gamma,0.81,66.0,9,59.0,1.57,3,0
2694,626.6,1,Gamma,0.52,53.6,4,80.0,1.22,3,1
2695,505.6,0,Alpha,0.67,64.6,1,32.7,1.86,4,0
2696,250.0,1,Alpha,0.31,67.9,1,89.5,0.79,2,0
2697,491.8,0,Gamma,0.35,62.9,6,33.8,1.8,3,1
2698,595.9,0,Beta,0.89,59.1,5,68.0,0.46,2,0
2699,19.2,1,Alpha,0.86,66.7,9,30.8,0.78,2,2
2700,458.0,0,Alpha,0.47,62.8,1,47.0,0.88,2,0
2701,21.3,1,Alpha,0.61,65.1,10,70.0,1.74,4,0
2702,175.0,1,Gamma,0.59,57.6,6,38.4,1.56,3,0
2703,125.7,1,Alpha,0.74,64.5,9,37.0,0.65,2,0
2704,295.4,1,Alpha,0.38,60.2,5,69.6,1.19,3,0
2705,899.7,1,Alpha,0.42,63.5,3,52.3,1.6,4,0
2706,254.0,1,Beta,0.63,65.5,6,76.4,1.76,2,1
2707,108.2,1,Beta,0.77,65.4,8,32.1,0.78,3,0
2708,21.2,1,Alpha,0.54,68.6,1,70.1,0.7,3,0
2709,4.8,1,Beta,0.8,66.4,7,57.8,1.0,3,1
2710,157.7,1,Gamma,0.67,60.7,3,54.8,0.9,2,1
2711,1002.6,1,Gamma,0.6,65.7,7,33.2,0.88,3,0
2712,63.3,1,Beta,0.62,67.6,4,54.0,1.53,4,1
2713,406.6,1,Beta,0.37,60.9,4,51.9,0.76,3,0
2714,620.7,1,Alpha,0.47,68.0,5,72.8,0.95,3,1
2715,313.4,1,Gamma,0.88,63.0,7,86.6,1.4,3,2
2716,79.6,1,Gamma,0.33,62.9,1,49.5,0.78,3,0
2717,21.2,1,Beta,0.88,62.9,10,77.2,1.39,4,3
2718,909.1,1,Beta,0.65,56.3,1,71.9,1.64,4,0
2719,166.4,1,Beta,0.7,71.8,7,84.4,1.65,3,1
2720,944.9,1,Beta,0.57,59.9,3,58.3,0.97,1,0
2721,862.0,0,Alpha,0.41,60.0,3,49.8,1.25,4,1
2722,574.4,1,Alpha,0.45,64.7,8,81.6,1.55,3,0
2723,478.3,0,Beta,0.83,70.4,10,50.7,0.54,2,0
2724,233.6,1,Beta,0.78,65.2,4,53.1,0.56,3,0
2725,657.8,1,Beta,0.6,65.4,9,56.9,1.29,3,1
2726,395.4,1,Alpha,0.41,62.6,2,47.2,1.67,3,0
2727,63.1,1,Gamma,0.68,66.7,8,34.3,2.05,2,0
2728,609.5,1,Alpha,0.35,68.4,10,55.8,0.87,1,0
